,sample,Comp.1,Comp.2,Comp.3,Comp.4,Comp.5,Comp.6,Comp.7,Comp.8
350,aug_run9_8_139,0.253454095,0.237495584,0.247713025,0.298344334,0.2283363,0.266546578,0.22014319,0.150263302
351,aug_run9_9_140,0.238109678,0.235296628,0.200584942,0.231331088,0.197320758,0.251553696,0.212161907,0.250371612
352,dec_run1_1_1,0.152677271,0.12546985,0.192425003,0.239180971,0.1570361,0.243635621,0.09988345,0.080051957
353,dec_run1_10_10,0.503929501,0.477215807,0.54480745,0.387301217,0.546255587,0.425732213,0.318652812,0.22169027
354,dec_run1_11_11,0.198170679,0.183017198,0.231726155,0.257217771,0.215012608,0.238126616,0.049401751,0
355,dec_run1_12_12,0.188338575,0.178201791,0.220857175,0.245979846,0.202951603,0.2257959,0.034422086,0
356,dec_run1_2_2,0.149431094,0.118129201,0.183454147,0.221906732,0.150542695,0.244036746,0.083678051,0.064456883
357,dec_run1_5_5,0.230043515,0.175283489,0.252545596,0.285173494,0.216336312,0.358690578,0.257268931,0.337100533
358,dec_run1_6_6,0.220653542,0.172098742,0.247367039,0.283839854,0.210062718,0.3396791,0.24176398,0.307833817
359,dec_run1_7_7,0.226369391,0.243236228,0.234130422,0.151223145,0.260545518,0.150856696,0.003248325,0
360,dec_run1_8_8,0.218568978,0.232514153,0.226344395,0.147198255,0.251865378,0.140093249,0.001887498,0
361,dec_run1_9_9,0.52497458,0.491594678,0.562644229,0.389402219,0.561936073,0.454526351,0.304840388,0.239141829
362,dec_run10_1_13,0.489507809,0.455625233,0.530954126,0.468366476,0.564007655,0.438903372,0.270848291,0
363,dec_run10_10_22,0.655983078,0.753318608,0.54178335,0.358582522,0.685932631,0.514815814,0.36295936,0.07787483
364,dec_run10_11_23,0.266400047,0.264421227,0.290572985,0.30567068,0.285346838,0.269620685,0.229419857,0.059304629
365,dec_run10_12_24,0.257798475,0.260397831,0.284143509,0.29970808,0.277817091,0.256625157,0.240929404,0.055618395
366,dec_run10_2_14,0.473321033,0.438556117,0.509321954,0.450580403,0.54884179,0.418842823,0.268559422,0
367,dec_run10_5_17,0.262557659,0.296504719,0.267317301,0.284149575,0.274660946,0.177677656,0.109572935,0
368,dec_run10_6_18,0.252589153,0.287283966,0.259768516,0.272849235,0.268205814,0.176955798,0.10404236,0
369,dec_run10_7_19,0.217894235,0.250164105,0.229026779,0.223381617,0.247502045,0.15476542,0.068602288,0
370,dec_run10_8_20,0.21180366,0.241622312,0.220311971,0.218965054,0.243136124,0.148209142,0.060540723,0
371,dec_run10_9_21,0.680236847,0.768973713,0.55705792,0.347796827,0.709568495,0.537152768,0.368569952,0.030482924
372,dec_run11_1_25,0.396780887,0.417779229,0.39719144,0.281162225,0.451879328,0.321458877,0.256767843,0.006571631
373,dec_run11_10_34,0.274613831,0.28548769,0.29177717,0.245724329,0.325092619,0.217442738,0.215672535,0
374,dec_run11_11_35,0.397352535,0.468092726,0.349546143,0.335896384,0.423064304,0.287051288,0.226539806,0.001715969
375,dec_run11_12_36,0.379930074,0.449555246,0.337631518,0.329174018,0.406270678,0.275124973,0.209715469,0.002006067
376,dec_run11_2_26,0.387276885,0.408652259,0.384779002,0.271219356,0.442298617,0.317603362,0.286241447,0.003454428
377,dec_run11_4_28,0.265033807,0.276045937,0.270354328,0.231432514,0.301770251,0.21994911,0.147558317,0
378,dec_run11_5_29,0.303438752,0.367675918,0.256473521,0.236581545,0.327126641,0.237916438,0.189580952,0
379,dec_run11_6_30,0.287204239,0.347995922,0.244400316,0.230179311,0.315168136,0.226584788,0.193097912,0
380,dec_run11_9_33,0.281588437,0.292402353,0.299678375,0.254395416,0.331393926,0.227286515,0.205251083,0
381,dec_run12_3_39,0.480441935,0.440633758,0.512576942,0.442476438,0.553160925,0.440089952,0.344388826,0
382,dec_run12_4_40,0.467030059,0.431414381,0.501435878,0.431299725,0.545117678,0.431416991,0.345928169,0
383,dec_run12_5_41,0.346215788,0.289659007,0.369879553,0.493647308,0.29417222,0.724744492,0.831302346,0.456020793
384,dec_run12_6_42,0.336324905,0.282943685,0.361936543,0.4826744,0.293614393,0.712946869,0.811366746,0.450332775
385,dec_run2_1_43,0.904209867,0.887560846,0.852729019,0.642751689,0.872893884,0.901824687,0.842597757,0.490210609
386,dec_run2_11_53,0.233633156,0.244013184,0.235056059,0.148199124,0.267754451,0.192197982,0.178230514,0.074636592
387,dec_run2_12_54,0.214857924,0.227755238,0.2195944,0.139470697,0.249632829,0.178478749,0.179223461,0.068187084
388,dec_run2_2_44,0.874086915,0.863525708,0.821653517,0.623228272,0.852322473,0.881005212,0.801681082,0.475681169
389,dec_run2_3_45,0.396471209,0.405163559,0.40240965,0.351315966,0.430736439,0.358072837,0.310604187,0.196605324
390,dec_run2_4_46,0.382237195,0.398320674,0.391459117,0.345740513,0.419678573,0.342722717,0.309309805,0.160421188
391,dec_run2_5_47,0.409254398,0.40001245,0.384180579,0.547736535,0.581864757,0.446648481,0.42830347,0.517929496
392,dec_run2_6_48,0.402768433,0.39865056,0.377918695,0.546496836,0.576447636,0.418816608,0.424638774,0.505064458
393,dec_run2_7_49,0.073316705,0.069448338,0.086320835,0.091855447,0.077209428,0.096224961,0.067013518,0.109656044
394,dec_run2_8_50,0.071834185,0.069675,0.084251126,0.08910553,0.076229999,0.098348564,0.085901083,0.132231888
395,dec_run3_1_55,0.234334457,0.185630663,0.251835229,0.251375212,0.217748722,0.425913398,0.563262185,0.69642227
396,dec_run3_10_64,0.847502169,0.839462062,0.80066879,0.628660556,0.828560152,0.851590103,0.837338305,0.47693756
397,dec_run3_11_65,0.075988797,0.071414293,0.083104486,0.093624693,0.077499017,0.102626956,0.091869594,0.108415231
398,dec_run3_12_66,0.073753364,0.070968862,0.082439689,0.09355552,0.077686823,0.10693336,0.08705785,0.11737763
399,dec_run3_2_56,0.221004523,0.175180447,0.238825409,0.241222859,0.207386151,0.403281024,0.53567303,0.637302341
400,dec_run3_3_57,0.162829648,0.135832958,0.187809312,0.216492881,0.158684717,0.312515889,0.30333722,0.318305793
401,dec_run3_4_58,0.156954477,0.132857103,0.184274756,0.212095946,0.153700105,0.30047435,0.304296318,0.292918378
402,dec_run3_5_59,0.202539595,0.180885472,0.226947409,0.24567884,0.210328861,0.28300449,0.28966602,0.176412731
403,dec_run3_6_60,0.196382849,0.176701064,0.222173646,0.245751683,0.209784176,0.274290936,0.258430141,0.177928145
404,dec_run3_7_61,0.396927347,0.38659954,0.370244757,0.529247043,0.563252859,0.433934854,0.442690068,0.553764801
405,dec_run3_8_62,0.390543937,0.378780133,0.362623941,0.523577168,0.559414909,0.411805779,0.440861474,0.536555337
406,dec_run3_9_63,0.876044388,0.864489347,0.824436105,0.64690279,0.852743441,0.878702495,0.85901093,0.52105532
407,dec_run4_1_67,0.420133084,0.434166671,0.425186008,0.362850897,0.472418639,0.388804453,0.375586015,0.235666101
408,dec_run4_10_76,0.212065941,0.195492591,0.242571859,0.256205493,0.223302762,0.296133492,0.442643331,0.3015332
409,dec_run4_11_77,0.252794767,0.257830855,0.249936509,0.158337292,0.287622172,0.214915766,0.252063306,0.077528466
410,dec_run4_12_78,0.242547147,0.251089227,0.244765958,0.166222158,0.277876106,0.201751317,0.234165088,0.097088088
411,dec_run4_2_68,0.406884287,0.421971241,0.419873806,0.35896947,0.4487568,0.368197192,0.379843333,0.245983705
412,dec_run4_3_69,0.577948873,0.535602623,0.610751381,0.418889732,0.618392588,0.547675539,0.625568016,0.505464633
413,dec_run4_4_70,0.561681256,0.526636167,0.598270887,0.407968371,0.606111283,0.536776964,0.651242782,0.487454643
414,dec_run4_7_73,0.178871669,0.146668109,0.207773164,0.23968779,0.173184365,0.335780467,0.353183156,0.302644693
415,dec_run4_8_74,0.174093103,0.143068079,0.206261725,0.238339777,0.170393255,0.324949624,0.338162158,0.326728551
416,dec_run4_9_75,0.222441205,0.201008016,0.255637177,0.271139387,0.233240672,0.310034568,0.365253209,0.245041717
417,dec_run5_1_79,0.42768836,0.416602371,0.406659933,0.606749572,0.615786222,0.414696894,0,0.138946635
418,dec_run5_10_88,0.103801139,0.090740082,0.124002256,0.114625798,0.114519477,0.00172469,0,0
419,dec_run5_11_89,0.413363497,0.424736869,0.431415843,0.403964911,0.467853207,0.273085323,7.48E-18,0
420,dec_run5_12_90,0.403396827,0.417710387,0.419584266,0.387535509,0.448568707,0.270388305,0,0
421,dec_run5_2_80,0.423490842,0.416626446,0.396938538,0.596026648,0.61124311,0.424383714,0.07685182,0.193966716
422,dec_run5_3_81,0.245792883,0.195211202,0.270584114,0.287776486,0.230085491,0.42028072,0.038979899,0.273647078
423,dec_run5_4_82,0.234587925,0.189014163,0.261102898,0.284972413,0.223519577,0.403189392,0.018970609,0.238174367
424,dec_run5_5_83,0.944691216,0.926794523,0.869750751,0.688051049,0.912764978,1.029238557,0.43281379,0.150902589
425,dec_run5_6_84,0.9222725,0.911543247,0.872902756,0.696919079,0.898201646,0.910513684,0.441736435,0.21032354
426,dec_run5_7_85,0.572757328,0.535756177,0.609985806,0.441642666,0.616422827,0.50789611,0.035915592,0.073961709
427,dec_run5_8_86,0.555854993,0.519947393,0.592875336,0.433313949,0.601392216,0.491023644,0.031305226,0.050159482
428,dec_run5_9_87,0.10314352,0.091100967,0.122080602,0.124352549,0.109525397,0.002047345,0,0
429,dec_run6_1_91,0.270564543,0.295269489,0.275278536,0.27193436,0.280961507,0.204504128,0.189403275,0.007800266
430,dec_run6_10_100,0.262862106,0.258034286,0.283038938,0.282726296,0.279329603,0.270099661,0.326639855,0.198719125
431,dec_run6_2_92,0.26216029,0.287168059,0.267082892,0.264707253,0.271568711,0.201547047,0.183620552,0.027697185
432,dec_run6_3_93,0.23092796,0.251864703,0.236026503,0.211450455,0.259415766,0.170885904,0.190447829,0
433,dec_run6_4_94,0.221849334,0.238857207,0.222327595,0.177799527,0.250846934,0.195667503,0.53122486,0.213887238
434,dec_run6_5_95,0.301457253,0.307717244,0.313339963,0.270851784,0.332663129,0.245055779,0.173259176,0
435,dec_run6_6_96,0.289271375,0.29655971,0.301628695,0.266693874,0.320529461,0.225404597,0.160537092,0.003089104
436,dec_run6_7_97,0.709184149,0.799534943,0.572817679,0.357402185,0.723067517,0.583650204,0.44453801,0.160672968
437,dec_run6_8_98,0.677368984,0.76837015,0.55067003,0.35823351,0.700600489,0.548408632,0.432062855,0.124840672
438,dec_run7_1_103,0.309899648,0.374292783,0.260710192,0.242736025,0.333458166,0.243929938,0.2469599,0.084676987
439,dec_run7_10_112,0.388948441,0.458633862,0.339007045,0.325444746,0.413578647,0.279027109,0.278403045,0.099086295
440,dec_run7_11_113,0.4597271,0.417975569,0.492198987,0.424682409,0.529243014,0.421434871,0.364606161,0.020505696
441,dec_run7_12_114,0.447443362,0.408452108,0.478352803,0.412673615,0.512451261,0.415417484,0.359240117,0.012839446
442,dec_run7_2_104,0.291262169,0.346714206,0.24974586,0.238204737,0.315862252,0.228442439,0.230330924,0.082771692
443,dec_run7_3_105,0.398629653,0.41412801,0.399799572,0.284861959,0.453589177,0.318638386,0.28846602,0.065899161
444,dec_run7_4_106,0.381922258,0.402241734,0.386712761,0.28243235,0.435533947,0.310860245,0.265300843,0.081402744
445,dec_run7_7_109,0.281772181,0.289868136,0.302518521,0.255451509,0.328080082,0.229512297,0.258388377,0.028972296
446,dec_run7_8_110,0.268765629,0.274632162,0.286652539,0.253652882,0.314916973,0.215097729,0.263377724,0.009378321
447,dec_run7_9_111,0.4022124,0.469687732,0.348745806,0.341415664,0.423369857,0.28295799,0.282158876,0.106338445
448,dec_run8_1_115,0.342677688,0.284817503,0.373974878,0.500262234,0.291705691,0.71959888,0.785478331,0.560907494
449,dec_run8_10_124,0.24954381,0.275151907,0.252099252,0.258731342,0.269684264,0.178406383,0.233546898,0.071766793
450,dec_run8_11_125,0.265689479,0.252299504,0.289061453,0.280041342,0.295492702,0.272144409,0.370085865,0.270780841
451,dec_run8_12_126,0.255794516,0.251280337,0.275973423,0.261669118,0.282194102,0.299250045,0.388485589,0.341453763
452,dec_run8_2_116,0.333915584,0.279414915,0.36263711,0.488053713,0.283944013,0.701371492,0.772907465,0.534840861
453,dec_run8_3_117,0.289292055,0.296186936,0.302979655,0.264173924,0.329209535,0.227598529,0.182197964,0.029321178
454,dec_run8_4_118,0.279495403,0.285465472,0.290548611,0.261517698,0.320791491,0.214055258,0.17352419,0.031496882
455,dec_run8_5_119,0.218484542,0.239559854,0.2239235,0.208738443,0.252265624,0.152455635,0.122165142,0.025128009
456,dec_run8_6_120,0.213464235,0.233673898,0.215382103,0.206600974,0.248768015,0.142430295,0.130840679,0
457,dec_run8_8_122,0.633793066,0.728219709,0.523587864,0.3532477,0.675136216,0.490476576,0.4438023,0.157248177
458,dec_run8_9_123,0.258345054,0.286555868,0.265564866,0.263202529,0.281090566,0.191350805,0.211628069,0.01577601
459,dec_run9_10_136,0.412320341,0.476856791,0.367781652,0.356057716,0.436189738,0.291703158,0.315633153,0.129446954
460,dec_run9_11_137,0.346684714,0.286075752,0.378710879,0.491106476,0.292310165,0.729597009,0.814160788,0.600577447
461,dec_run9_12_138,0.338389311,0.276537142,0.365804282,0.478280398,0.288518201,0.706241532,0.794665519,0.599298113
462,dec_run9_2_128,0.429128991,0.450232505,0.431228379,0.287035358,0.482345111,0.372756607,0.499132363,0.254538085
463,dec_run9_5_131,0.308036078,0.31743037,0.331435383,0.283474414,0.361351562,0.25069469,0.29223929,0.02419406
464,dec_run9_6_132,0.301085709,0.305094968,0.318134933,0.278111797,0.354796456,0.252476716,0.274336203,0.009927444
465,dec_run9_7_133,0.334808145,0.396194125,0.278330644,0.268011338,0.36328197,0.254758305,0.270173183,0.040450177
466,dec_run9_8_134,0.32304388,0.386891417,0.270332827,0.261913445,0.350412871,0.246072212,0.262542479,0.048225246
467,dec_run9_9_135,0.430064426,0.490364665,0.378262232,0.357499223,0.454932775,0.307245846,0.322319871,0.078651051
468,feb_run1_1_1,0.116452457,0.105535159,0.126223313,0.131412106,0.105923343,0.129292012,0.150677978,0.094080966
469,feb_run1_2_2,0.106673461,0.101994945,0.116145084,0.123498421,0.109752754,0.122246487,0.38768994,0.159299255
470,feb_run1_5_5,0.187153313,0.209476266,0.187809876,0.188348475,0.216508073,0.142962477,0.152634764,0.064429314
471,feb_run1_6_6,0.178199305,0.199884251,0.177767086,0.186783226,0.205812767,0.135986225,0.145806859,0.05735559
472,feb_run1_8_8,0.211130864,0.201124001,0.229688911,0.253268665,0.22346564,0.242592033,0.2170209,0.090236566
473,feb_run10_10_20,0.33652434,0.294866519,0.347155846,0.327346517,0.35458343,0.326196812,0.345843298,0.339403057
474,feb_run10_3_13,0.318565067,0.302769476,0.345949289,0.301041692,0.347072618,0.257954307,0.266896236,0.080580625
475,feb_run10_4_14,0.307023252,0.292399403,0.3333384,0.290479472,0.335603462,0.252386343,0.245755524,0.079467183
476,feb_run10_5_15,0.19578506,0.208459038,0.173601533,0.176341865,0.193175503,0.170712457,0.190084106,0.066747483
477,feb_run10_6_16,0.189230233,0.201294002,0.164290827,0.169133109,0.182945027,0.157268533,0.176216538,0.063626808
478,feb_run10_7_17,0.529890519,0.52758365,0.540960892,0.503225341,0.613172094,0.417431143,0.354324048,0.051350221
479,feb_run10_8_18,0.51062928,0.510623861,0.526653852,0.497255452,0.593150341,0.389800757,0.331718282,0.053023193
480,feb_run10_9_19,0.346677139,0.3031714,0.35924844,0.33330867,0.360959322,0.329110837,0.364413283,0.348287217
481,feb_run11_1_21,0.117968041,0.115623698,0.126766591,0.132560687,0.111579391,0.136810758,0.129934973,0.102337192
482,feb_run11_10_30,0.290912208,0.232460561,0.303917438,0.295970964,0.270051651,0.407794212,0.53980947,0.502967716
483,feb_run11_2_22,0.114059039,0.108407183,0.122593214,0.133703938,0.115252532,0.126574695,0.144791001,0.043563871
484,feb_run11_3_23,0.769069969,0.731381757,0.73689598,0.680473546,0.726333681,0.74776924,0.677615387,0.35462329
485,feb_run11_4_24,0.742448383,0.709205655,0.714211679,0.678431788,0.687953674,0.712428486,0.631553293,0.161883841
486,feb_run11_5_25,0.461473235,0.47334973,0.471976927,0.443743285,0.481476724,0.419047655,0.452454567,0.175432098
487,feb_run11_6_26,0.444072852,0.45849067,0.457908526,0.43687448,0.464477643,0.405309187,0.428455653,0.195645586
488,feb_run11_7_27,0.260316485,0.226942564,0.29637995,0.20584271,0.297877865,0.230844204,0.216258885,0.029981097
489,feb_run11_8_28,0.250685694,0.219710194,0.289132101,0.210414574,0.291019033,0.214583024,0.19715865,0.11105525
490,feb_run11_9_29,0.29918639,0.239977596,0.311958874,0.299734839,0.26912955,0.425537792,0.560715442,0.539256868
491,feb_run12_1_31,0.323562771,0.318631157,0.360019564,0.311554431,0.354130603,0.269426645,0.271476869,0.109020244
492,feb_run12_10_40,0.17932739,0.198451894,0.182968773,0.180191446,0.204201605,0.132522007,0.146512306,0.073412804
493,feb_run12_2_32,0.312566117,0.30771817,0.344929579,0.295070607,0.344178161,0.258677732,0.254521204,0.052695505
494,feb_run12_3_33,0.310144309,0.333330419,0.284497764,0.302431058,0.300623044,0.240379034,0.218650441,0.095609826
495,feb_run12_4_34,0.299266973,0.326326056,0.274703086,0.290431273,0.296403422,0.226703788,0.212661327,0.120926182
496,feb_run12_5_35,0.19829261,0.216003063,0.179853211,0.18863728,0.189607654,0.161595984,0.166539639,0.063263802
497,feb_run12_6_36,0.189660604,0.209436113,0.172985651,0.16840235,0.186307409,0.1805963,0.147375128,0.051575592
498,feb_run12_9_39,0.183552799,0.207599736,0.189190658,0.181423595,0.206977999,0.148370863,0.142708359,0.082521873
499,feb_run13_1_41,0.390140995,0.352908283,0.402216313,0.409354547,0.36911293,0.366547513,0.358541855,0.158186742
500,feb_run13_10_50,0.54364705,0.544773543,0.557470933,0.560657038,0.630838353,0.402762494,0.401348653,0.002567511
501,feb_run13_2_42,0.372162592,0.341730503,0.388224369,0.399432832,0.352687424,0.348553764,0.348252031,0.10974152
502,feb_run13_5_45,0.530612551,0.482322075,0.475556261,0.548449618,0.419876719,0.716696383,0.699417287,0.343366591
503,feb_run13_6_46,0.489602782,0.448197222,0.449316585,0.520027938,0.39460831,0.660482355,0.662655232,0.270448439
504,feb_run13_7_47,0.229618692,0.2349587,0.229939765,0.238034796,0.232795013,0.199639503,0.185748037,0.118007786
505,feb_run13_8_48,0.214626925,0.222622304,0.218677373,0.229797851,0.219504083,0.181801271,0.187889738,0.077810015
506,feb_run13_9_49,0.597012653,0.596828147,0.608960969,0.593208287,0.677951758,0.460144789,0.410666227,0.006493336
507,feb_run14_1_51,0.439750862,0.502181376,0.369230885,0.340563159,0.421348617,0.324598827,0.27432524,0.058990305
508,feb_run14_10_60,0.210325629,0.220909465,0.208009747,0.204867816,0.218135238,0.173385205,0.160262461,0.068371487
509,feb_run14_2_52,0.4170014,0.480546307,0.356590613,0.333602531,0.403196244,0.30252824,0.25344689,0.06547233
510,feb_run14_3_53,0.351205778,0.381089069,0.350239386,0.314341956,0.37095469,0.262594948,0.265112448,0.143771898
511,feb_run14_4_54,0.330492881,0.360991916,0.33205368,0.299334283,0.35363679,0.24547568,0.254273047,0.111465588
512,feb_run14_5_55,0.352445843,0.364860952,0.314724678,0.310759734,0.327591443,0.311055259,0.272771812,0.093983321
513,feb_run14_6_56,0.338192515,0.353336363,0.302203074,0.304067127,0.316942185,0.298911999,0.261982096,0.072021104
514,feb_run14_7_57,0.272857089,0.25618107,0.296976911,0.319187534,0.26510988,0.275361115,0.269139891,0.134850032
515,feb_run14_8_58,0.257131757,0.242727304,0.279339448,0.299917893,0.250480463,0.26342307,0.248220195,0.079802894
516,feb_run14_9_59,0.218305193,0.226948653,0.213795202,0.20669468,0.226410152,0.182381908,0.179726854,0.069296045
517,feb_run15_3_63,0.360465161,0.313694759,0.373460861,0.354733295,0.392516674,0.34228019,0.398599884,0.252590651
518,feb_run15_4_64,0.336463953,0.299547707,0.352814692,0.341771264,0.372302739,0.327410987,0.367523477,0.209722285
519,feb_run15_5_65,0.224624861,0.203150121,0.242572537,0.249728926,0.228928847,0.256068724,0.309260808,0.168336887
520,feb_run15_6_66,0.216842203,0.198409386,0.233860645,0.242681792,0.225705198,0.246795967,0.298381176,0.134860586
521,feb_run2_1_67,0.218448071,0.231875811,0.199448435,0.203744084,0.216053939,0.178747754,0.136656266,0.046552767
522,feb_run2_10_76,0.379470089,0.333608482,0.402253912,0.381223875,0.408671404,0.352286337,0.362115998,0.219381243
523,feb_run2_2_68,0.210420316,0.223645993,0.190518301,0.194938878,0.205547442,0.173958921,0.131495499,0.046901618
524,feb_run2_3_69,0.523730859,0.472022075,0.48173592,0.533549861,0.435728607,0.712618454,0.668531387,0.350654648
