,sample,Comp.1,Comp.2,Comp.3,Comp.4,Comp.5,Comp.6,Comp.7,Comp.8
525,feb_run2_4_70,0.504590999,0.455071648,0.467184827,0.521506239,0.42431445,0.6906155,0.6504354,0.34286791
526,feb_run2_7_73,0.860419566,0.814727763,0.827670056,0.797808069,0.786620585,0.824480387,0.680053659,0.191548562
527,feb_run2_8_74,0.826229259,0.788148423,0.801400823,0.768149198,0.763162002,0.789239937,0.65868312,0.187379217
528,feb_run2_9_75,0.393930549,0.340224139,0.409668562,0.395210202,0.42239752,0.362254594,0.367711037,0.233771023
529,feb_run3_1_77,0.376100424,0.409260765,0.377881761,0.341835453,0.404696752,0.278860669,0.273434801,0.09833434
530,feb_run3_10_86,0.431433282,0.494358575,0.374201415,0.342750871,0.431013435,0.303982299,0.288515905,0.095799324
531,feb_run3_2_78,0.362633154,0.395467342,0.364202623,0.323654642,0.396341315,0.275740485,0.268387327,0.093308129
532,feb_run3_3_79,0.327117706,0.356850311,0.30342924,0.329789559,0.319670323,0.233434582,0.221877149,0.130435554
533,feb_run3_4_80,0.315944428,0.347354002,0.29453617,0.326708062,0.311793395,0.223566454,0.217135551,0.125242057
534,feb_run3_5_81,0.49804713,0.504472935,0.515463284,0.486065171,0.507643068,0.455779095,0.478920688,0.287421333
535,feb_run3_6_82,0.478803271,0.49307789,0.500816888,0.477243489,0.494966798,0.447527573,0.453663198,0.293775897
536,feb_run3_7_83,0.277828339,0.245572677,0.322260524,0.235337241,0.312876982,0.247040542,0.228630535,0.054123006
537,feb_run3_8_84,0.268935831,0.238050581,0.312559608,0.233641283,0.305037481,0.225521683,0.213028528,0.065585672
538,feb_run3_9_85,0.44628927,0.510191704,0.389211211,0.355449421,0.444443429,0.312275134,0.285268524,0.104674296
539,feb_run4_1_87,0.258740946,0.209120568,0.275872211,0.26155845,0.229456251,0.383966218,0.466153647,0.482196055
540,feb_run4_10_96,0.168564852,0.1775296,0.177111177,0.180765601,0.175410375,0.146762796,0.240849899,0.115233835
541,feb_run4_2_88,0.249064067,0.202406387,0.263295712,0.253713681,0.223933246,0.362281927,0.453955485,0.42351975
542,feb_run4_3_89,0.232586264,0.219607789,0.239891283,0.265521482,0.224914095,0.234366317,0.250523005,0.08747728
543,feb_run4_4_90,0.223252955,0.211329141,0.236097345,0.264374528,0.217705939,0.22286241,0.215314685,0.069177309
544,feb_run4_7_93,0.186432739,0.192836518,0.188627643,0.181116267,0.196697239,0.162461568,0.146376524,0.054441361
545,feb_run4_8_94,0.178266614,0.185463754,0.182410545,0.179169992,0.189314455,0.150795374,0.142472473,0.047601547
546,feb_run4_9_95,0.174770271,0.184062101,0.181127491,0.185665613,0.179243055,0.155814649,0.207336006,0.096893156
547,feb_run5_1_97,0.515688163,0.51833927,0.535815934,0.511347705,0.600346625,0.397683789,0.307838358,0.04225592
548,feb_run5_2_98,0.500865184,0.504557683,0.522500207,0.501612485,0.589972151,0.36953357,0.343417653,0.03638621
549,feb_run5_3_99,0.329807661,0.301916621,0.355398354,0.341241797,0.327157806,0.314457529,0.299007147,0.128796616
550,feb_run5_4_100,0.31653635,0.291572644,0.345000703,0.334296014,0.31582658,0.294511618,0.284224677,0.155244503
551,feb_run5_5_101,0.333079365,0.347205757,0.309271355,0.303121944,0.312336332,0.289918033,0.258677583,0.065233871
552,feb_run5_6_102,0.317280342,0.33436132,0.297316689,0.296197792,0.29803724,0.27623114,0.263101953,0.077021572
553,feb_run6_1_103,0.44775824,0.462230103,0.473698725,0.434648814,0.467214156,0.414859123,0.402333841,0.274924043
554,feb_run6_10_112,0.181254689,0.173593279,0.191793915,0.173147203,0.205363963,0.164598556,0.09124511,0.03791552
555,feb_run6_2_104,0.43450699,0.457026375,0.46291253,0.432015525,0.454671788,0.397890217,0.377706127,0.277379275
556,feb_run6_3_105,0.28826759,0.234075032,0.30644548,0.291288165,0.258794546,0.414815778,0.477424591,0.479215364
557,feb_run6_4_106,0.282451159,0.227800755,0.30365286,0.284490776,0.256494758,0.413255792,0.471637497,0.483295257
558,feb_run6_5_107,0.335502889,0.363579771,0.346510303,0.298262807,0.369029983,0.258038705,0.205068226,0.14839327
559,feb_run6_6_108,0.328411896,0.357050411,0.337144747,0.296313392,0.365155028,0.254028296,0.206460893,0.100655744
560,feb_run6_7_109,0.398373935,0.466188185,0.352676672,0.321521697,0.397249984,0.286000309,0.17770925,0.071473904
561,feb_run6_8_110,0.392360097,0.456434922,0.343411718,0.313587768,0.395880754,0.278246113,0.181020303,0.058254487
562,feb_run6_9_111,0.182461609,0.178813072,0.191920336,0.17363773,0.208010656,0.166061123,0.089816965,0.014208312
563,feb_run7_1_113,0.354077038,0.370848021,0.317884547,0.322085552,0.333447579,0.305491441,0.238940856,0.057214344
564,feb_run7_10_122,0.757755052,0.730241407,0.73038219,0.696166865,0.704348917,0.723213777,0.626034491,0.199277596
565,feb_run7_2_114,0.339696023,0.360060934,0.305990735,0.311680229,0.32101527,0.291081806,0.236818565,0.07905996
566,feb_run7_5_117,0.260157137,0.226726547,0.301131246,0.22445754,0.297231387,0.220802957,0.20002219,0.048340456
567,feb_run7_6_118,0.250061011,0.223869493,0.292538639,0.220903116,0.286181746,0.22546362,0.163535142,0.077753484
568,feb_run7_7_119,0.265525029,0.250929083,0.283456635,0.317389603,0.268852964,0.260012363,0.235150448,0.069624982
569,feb_run7_8_120,0.259743328,0.243923352,0.275095856,0.311138917,0.266129234,0.254873322,0.230069211,0.053704876
570,feb_run7_9_121,0.770382203,0.735381884,0.743170511,0.719606759,0.715365563,0.722610031,0.624997385,0.198358639
571,feb_run8_1_123,0.214573794,0.223134404,0.219617286,0.22296966,0.222899286,0.185412267,0.183068365,0.126333362
572,feb_run8_2_124,0.206687281,0.213147104,0.207608039,0.217770989,0.218733319,0.17605428,0.172804176,0.079156165
573,feb_run8_3_125,0.362938569,0.33497186,0.381695314,0.375713435,0.358965133,0.336927377,0.323160727,0.166852741
574,feb_run8_4_126,0.349533358,0.320081841,0.367680031,0.362013925,0.349287575,0.323515249,0.307761532,0.143473708
575,feb_run8_5_127,0.321206317,0.350569626,0.292618626,0.318196333,0.31611261,0.236032413,0.22314057,0.126015343
576,feb_run8_6_128,0.307414187,0.337327276,0.278544371,0.307532204,0.302471783,0.214321657,0.236717617,0.091964162
577,feb_run8_8_130,0.118640882,0.115906811,0.124346548,0.137176841,0.110527233,0.137810077,0.126766124,0.112646203
578,feb_run9_1_133,0.190918368,0.207363709,0.193605403,0.184171407,0.210125557,0.154586086,0.117708827,0.096554306
579,feb_run9_2_134,0.179954022,0.196659977,0.185859772,0.187434889,0.197800137,0.130111134,0.119089354,0.055762818
580,feb_run9_3_135,0.484942369,0.442011952,0.44989549,0.498067779,0.399993004,0.66213747,0.632550849,0.339797683
581,feb_run9_4_136,0.46518231,0.42305778,0.434124867,0.478447866,0.385273915,0.635395324,0.600378858,0.330769992
582,feb_run9_5_137,0.226734073,0.208197402,0.245996148,0.254992471,0.231231415,0.259374528,0.212078008,0.069948048
583,feb_run9_6_138,0.218570728,0.201594033,0.236993054,0.245691904,0.220310299,0.243517943,0.208298357,0.087195677
584,oct_run1_10_10,0.134360665,0.126097028,0.173057361,0.191042177,0.145397211,0.155652847,0.113772736,0.222765151
585,oct_run1_11_11,0.106664079,0.104772851,0.122447221,0.125992577,0.116385418,0.039695644,0,0.118271967
586,oct_run1_12_12,0.103398293,0.09989015,0.118063207,0.125028284,0.115169306,0.031959911,0,0.125456848
587,oct_run1_13_13,0.207419986,0.208518425,0.194854351,0.207484007,0.267577314,0.105361388,0.05093027,0.156144841
588,oct_run1_14_14,0.20121353,0.203877302,0.18817974,0.204802015,0.260878827,0.103249773,0.043528427,0.16307024
589,oct_run1_3_3,0.066957729,0.065014379,0.083590183,0.109891285,0.064926887,0.02426265,0,0.048127378
590,oct_run1_4_4,0.064369635,0.062609721,0.082010709,0.109405416,0.067500283,0.022091723,1.88E-18,0.043476992
591,oct_run1_5_5,0.100447505,0.087247067,0.134265693,0.091191772,0.11880688,0.037597042,0,0.153389548
592,oct_run1_6_6,0.096483948,0.083119716,0.128597998,0.092968846,0.117162403,0.033915239,0,0.113987849
593,oct_run1_7_7,0.17683697,0.16047597,0.220315254,0.120269559,0.183154329,0.102151484,0.031958234,0.0425225
594,oct_run1_8_8,0.169608288,0.155128847,0.213838709,0.123261149,0.174049281,0.096964228,0.031357317,0.04920556
595,oct_run10_1_15,0.158268075,0.136123625,0.200049973,0.211543634,0.157218199,0.29351384,0.289215716,0.047180424
596,oct_run10_10_24,0.072121089,0.066071888,0.08916435,0.11237912,0.072064668,0.097252354,0.129673,0.024338815
597,oct_run10_11_25,0.075986529,0.078455601,0.083559716,0.056531359,0.085848349,0.075094876,0.151138565,0.183993958
598,oct_run10_12_26,0.073844499,0.076233049,0.084303564,0.058086231,0.079084362,0.062734106,0.169267287,0.173441431
599,oct_run10_13_27,0.273662878,0.214356723,0.289878141,0.273710314,0.245833863,0.460592421,0.720261045,0.651619233
600,oct_run10_14_28,0.265368125,0.20934035,0.279845952,0.267492359,0.243617361,0.447840912,0.695115928,0.624910891
601,oct_run10_2_16,0.152796796,0.131878975,0.191990954,0.208931375,0.151927651,0.276080969,0.266164155,0.051457159
602,oct_run10_4_18,0.232426167,0.213714566,0.244303761,0.296910176,0.21187859,0.266601777,0.35429291,0.165112352
603,oct_run10_7_21,0.485427995,0.462556242,0.540121479,0.884313582,0.447786399,0.843298675,0.82376167,0.210667977
604,oct_run10_8_22,0.471410098,0.450975675,0.52288414,0.856178308,0.44773887,0.81519862,0.803487172,0.185182123
605,oct_run10_9_23,0.073348592,0.070244658,0.089417112,0.111346109,0.072422789,0.103056588,0.134260499,0.021460553
606,oct_run11_1_29,0.370100767,0.318611872,0.426150295,0.529753242,0.292156181,0.792046381,0.86925844,0.397599839
607,oct_run11_2_30,0.359257468,0.306882906,0.413249876,0.518258289,0.288788433,0.769319079,0.849985629,0.378975142
608,oct_run11_3_31,0.187516711,0.180101965,0.184433815,0.204089648,0.177912293,0.221288128,0.204957889,0.002858415
609,oct_run11_4_32,0.181531325,0.176974446,0.17889888,0.191273692,0.174640011,0.228343438,0.191847692,0
610,oct_run2_1_33,0.274727991,0.213888274,0.294618027,0.283926368,0.253774049,0.459356576,0.630341998,0.793814586
611,oct_run2_10_42,0.152065931,0.130611111,0.195613634,0.200853339,0.151608839,0.272895098,0.313592181,0.090349445
612,oct_run2_11_43,0.184386268,0.174309963,0.182016454,0.203573031,0.178830152,0.209322082,0.157770509,0.028288293
613,oct_run2_12_44,0.174902773,0.166732086,0.17323781,0.197651617,0.176110164,0.203812348,0.156385944,0.01231232
614,oct_run2_13_45,0.069917073,0.062499477,0.083150694,0.061500216,0.079817519,0.056559609,0.067550758,0.118800822
615,oct_run2_14_46,0.068576439,0.062199716,0.080614798,0.056694954,0.077379313,0.068400283,0.108033113,0.154395113
616,oct_run2_2_34,0.265392069,0.205562304,0.284077997,0.276299876,0.244766499,0.433791049,0.619777338,0.695675795
617,oct_run2_5_37,0.118275285,0.116857056,0.135564569,0.113332881,0.140719904,0.10963095,0.059401954,0.027726509
618,oct_run2_6_38,0.112595373,0.113373893,0.131678068,0.121659781,0.133757135,0.095714603,0.064028294,0.078392991
619,oct_run2_7_39,0.220587622,0.198132741,0.238999964,0.182069864,0.215016736,0.289851827,0.197322242,0.021568134
620,oct_run2_8_40,0.210278532,0.192977982,0.232736737,0.184324135,0.210371293,0.276412091,0.180045433,0
621,oct_run2_9_41,0.157959296,0.13350137,0.200141365,0.211947869,0.157795944,0.284410555,0.267806947,0.083297637
622,oct_run3_1_47,0.15919096,0.145672595,0.183655447,0.2505385,0.155730529,0.243650378,0.254890809,0.032816361
623,oct_run3_10_56,0.212804824,0.198547528,0.226022879,0.261913999,0.195379349,0.261916123,0.416870642,0.156054556
624,oct_run3_11_57,0.254195597,0.209201038,0.321940262,0.340466394,0.233576887,0.374136949,0.421583584,0.208772841
625,oct_run3_12_58,0.247350154,0.205554161,0.317062577,0.328384754,0.226334265,0.366589622,0.455553852,0.233677731
626,oct_run3_13_59,0.34144699,0.369232523,0.288755677,0.31027034,0.29575247,0.292751606,0.233985238,0
627,oct_run3_14_60,0.331989013,0.357390848,0.278900139,0.303985875,0.288614015,0.281989161,0.240039542,0
628,oct_run3_2_48,0.153781206,0.14300946,0.178353547,0.241948974,0.150997491,0.234743222,0.251640022,0.022184247
629,oct_run3_3_49,0.44306683,0.424467027,0.489979756,0.813741364,0.414327751,0.77744218,0.733852331,0.223485993
630,oct_run3_4_50,0.432109414,0.414935348,0.476912654,0.800721319,0.404160368,0.754947956,0.743047247,0.183442057
631,oct_run3_5_51,0.262131967,0.251014136,0.252784157,0.179602315,0.271498328,0.280759764,0.318734729,0.22700583
632,oct_run3_6_52,0.25408396,0.249295439,0.246411378,0.180331586,0.264966565,0.282460321,0.304739222,0.19156473
633,oct_run3_7_53,0.325683505,0.281763256,0.373843842,0.482086195,0.266883912,0.69834701,0.792634251,0.430219569
634,oct_run3_8_54,0.317054766,0.274107892,0.365225634,0.466142422,0.261651814,0.684562638,0.764735719,0.400306983
635,oct_run3_9_55,0.217627376,0.20090476,0.226954194,0.277992964,0.20501572,0.258900483,0.318764866,0.135563733
636,oct_run4_1_61,0.248867851,0.212837813,0.267749286,0.153582718,0.275695829,0.292555936,0.400415892,0.754476162
637,oct_run4_10_70,0.110788347,0.108570528,0.128120131,0.09074282,0.130025728,0.111209776,0.169829482,0.095771757
638,oct_run4_11_71,0.17857015,0.166409605,0.175933058,0.168433277,0.175132048,0.228924985,0.329583355,0.093713202
639,oct_run4_12_72,0.170397808,0.15837042,0.170605065,0.166550706,0.168009426,0.201520239,0.398303381,0.108039521
640,oct_run4_13_73,0.270052967,0.214010403,0.34919883,0.345025224,0.250827503,0.40361419,0.484702184,0.321366975
641,oct_run4_14_74,0.26249529,0.210560455,0.345964702,0.344471763,0.244888025,0.388915503,0.485124086,0.350459884
642,oct_run4_2_62,0.237789943,0.202456666,0.258790597,0.153136461,0.266113824,0.270521782,0.385508452,0.697903622
643,oct_run4_5_65,0.177292362,0.154468503,0.227383562,0.107879295,0.17944941,0.171891562,0.172949061,0.05969578
644,oct_run4_6_66,0.170997576,0.146419221,0.21573997,0.10822661,0.177044962,0.161364493,0.158361742,0.04880976
645,oct_run4_7_67,0.364548702,0.298402867,0.414317492,0.520675779,0.289657365,0.797668073,0.990261712,0.678402784
646,oct_run4_8_68,0.343853797,0.286505548,0.400164558,0.491211287,0.280196081,0.76590471,0.97587106,0.654820099
647,oct_run4_9_69,0.116702812,0.109952903,0.133128397,0.091181956,0.136767663,0.119080136,0.172851242,0.122183607
648,oct_run5_1_75,0.231423563,0.208469068,0.242814126,0.301637462,0.212190709,0.23004597,0.130034546,0.125430284
649,oct_run5_10_84,0.064904847,0.062744119,0.085421875,0.110334805,0.067111809,0.039263814,0,0.027376509
650,oct_run5_11_85,0.162017335,0.14897262,0.197444556,0.257261171,0.161391597,0.236654865,0.192602091,0.049867968
651,oct_run5_12_86,0.156668942,0.141703718,0.189270219,0.242225542,0.159474941,0.220361151,0.208024855,0.138497396
652,oct_run5_13_87,0.208227423,0.195711905,0.232746137,0.173350138,0.211600166,0.258134319,0.146645713,0.08444678
653,oct_run5_14_88,0.197992074,0.18623143,0.22074922,0.16911443,0.199221543,0.238710243,0.168465715,0.088574204
654,oct_run5_2_76,0.220703598,0.204709354,0.236501246,0.292624563,0.207898414,0.230299573,0.124017986,0.100117134
655,oct_run5_3_77,0.463725665,0.438920657,0.522293635,0.869350802,0.429103378,0.777042074,0.652836296,0.234387238
656,oct_run5_4_78,0.436789889,0.423857613,0.495827164,0.829610036,0.411675844,0.721854316,0.626358339,0.201226845
657,oct_run5_5_79,0.070910126,0.070915328,0.083447388,0.059629974,0.082197732,0.037370813,0.000772197,0.190335227
658,oct_run5_6_80,0.06851391,0.071512513,0.075574493,0.062240908,0.079911493,0.030877044,0.005424591,0.146732373
659,oct_run5_9_83,0.067233368,0.06474152,0.085385527,0.109379083,0.069052925,0.054312453,0,0.032533335
660,oct_run6_1_89,0.382083043,0.413291897,0.307340942,0.32094292,0.340164837,0.34208919,0.204752578,0
661,oct_run6_10_98,0.275509661,0.266264278,0.264370889,0.197257511,0.296281527,0.284047463,0.209116728,0.130045237
662,oct_run6_11_99,0.106026699,0.082190639,0.130164499,0.097633777,0.126211704,0.082340934,0.005280204,0.043541152
663,oct_run6_12_100,0.101137071,0.078842902,0.126743498,0.101694202,0.121348285,0.057833195,0,0.030863943
664,oct_run6_13_101,0.259386645,0.229428851,0.271173123,0.191189212,0.290153478,0.267850729,0.279721135,0.514931458
665,oct_run6_14_102,0.241179893,0.21504987,0.253514456,0.176544079,0.274086357,0.248328281,0.243071643,0.454265573
666,oct_run6_2_90,0.368377834,0.399496431,0.302147714,0.310208561,0.328071159,0.323419925,0.208031715,0
667,oct_run6_4_92,0.117834362,0.117368694,0.120162774,0.111385126,0.13346736,0.10663336,0.057711712,0.159791305
668,oct_run6_5_93,0.160567482,0.134301801,0.192675076,0.219568206,0.162657474,0.269044309,0.14895468,0.027808712
669,oct_run6_6_94,0.157063712,0.130250089,0.190430344,0.217084753,0.158875183,0.265750499,0.15268983,0.038487803
670,oct_run6_9_97,0.289505907,0.277630573,0.273628488,0.194532576,0.307062381,0.296895308,0.237995793,0.142540582
671,oct_run7_3_105,0.143240101,0.1255265,0.173193853,0.189557477,0.144169988,0.222716236,0.116026935,0.142146979
672,oct_run7_4_106,0.140010393,0.121608366,0.169063789,0.191117629,0.139842273,0.212714302,0.12594255,0.103306475
673,oct_run7_5_107,0.258242209,0.200194818,0.27633851,0.272649838,0.232912586,0.41974404,0.509714485,0.582621784
674,oct_run7_6_108,0.251194453,0.199094669,0.267143601,0.257606703,0.231051904,0.437369114,0.514435577,0.553251599
675,oct_run7_7_109,0.211907164,0.204078779,0.191587773,0.200847467,0.264372118,0.162996521,0.137163929,0.137156871
676,oct_run7_8_110,0.19994538,0.199358199,0.180334562,0.195115883,0.263663185,0.17877431,0.131817208,0.093986493
677,oct_run8_1_111,0.11500234,0.113337505,0.126449245,0.125438628,0.125243491,0,3.08E-21,0.329085384
678,oct_run8_10_120,0.138618858,0.12527416,0.170637949,0.214881302,0.14178321,0.108317539,0,0.167153167
679,oct_run8_11_121,0.244635021,0.218968423,0.263703472,0.190920297,0.275214987,0.163982936,0.176852403,0.661801394
680,oct_run8_12_122,0.233052099,0.210372357,0.254627868,0.188111104,0.262048755,0.152316606,0.124444356,0.652301661
681,oct_run8_2_112,0.109777492,0.11309034,0.120206919,0.116363944,0.121087948,0,6.99E-21,0.331946733
682,oct_run8_3_113,0.206891127,0.20763582,0.200268961,0.220730224,0.290842395,0.074051635,0.020805969,0.280412885
683,oct_run8_4_114,0.201777817,0.203529165,0.197692965,0.220960402,0.282526197,0.062699565,0.032851026,0.222256871
684,oct_run8_5_115,0.102186935,0.082732296,0.124215371,0.089886653,0.127539316,2.67E-18,0,0.078139425
685,oct_run8_6_116,0.098034528,0.080828578,0.123089533,0.088164373,0.120694052,2.84E-18,0,0.069862853
686,oct_run8_7_117,0.279425032,0.272921776,0.272718132,0.207037642,0.293028709,0.208450556,0.057768225,0.333939389
687,oct_run8_8_118,0.269439304,0.2647908,0.266153849,0.206592747,0.286273266,0.193625796,0.044468036,0.333614609
688,oct_run8_9_119,0.143307865,0.128976188,0.177903735,0.223750816,0.146070552,0.113331032,0,0.225049547
689,oct_run9_1_125,0.33997594,0.361642396,0.278171293,0.287094588,0.299058099,0.290135737,0.257639896,0
690,oct_run9_10_134,0.157826207,0.139168025,0.188149485,0.093023822,0.16283002,0.175629089,0.273912916,0.059734812
691,oct_run9_11_135,0.254608152,0.206701272,0.318683408,0.315574441,0.23381276,0.402530437,0.449010203,0.32280117
692,oct_run9_12_136,0.248055991,0.200751627,0.310051593,0.303401804,0.229936219,0.401017786,0.467292516,0.274463573
693,oct_run9_2_126,0.327902255,0.351529976,0.26723967,0.274715161,0.286854432,0.280797617,0.269267122,0
694,oct_run9_3_127,0.205234453,0.186237281,0.216024075,0.128711258,0.200382979,0.326171082,0.57491361,0.083913677
695,oct_run9_4_128,0.197822419,0.179054985,0.206797384,0.124103589,0.198218425,0.316392404,0.604056503,0.071361421
696,oct_run9_5_129,0.162331678,0.145591779,0.181432826,0.233469537,0.159874619,0.263144884,0.274659947,0.048490326
697,oct_run9_6_130,0.157798299,0.138181917,0.179254071,0.229963205,0.156307271,0.25205597,0.260757388,0.03935612
698,oct_run9_7_131,0.11351359,0.109233115,0.117266436,0.079313039,0.128349409,0.135461357,0.20486038,0.075712998
699,oct_run9_8_132,0.104679199,0.10248733,0.111941018,0.07954338,0.122623253,0.125269185,0.202079999,0.049365419